Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,3540_EB2225,3541_EB2225,3542_EB2225,3543_EB2225,3846_CP04536,3847_CP04536,3848_CP04536,3849_CP04536,3850_CP04536,3851_CP04536,3866_CP04536,3868_CP04536,Taxonomy Id,Taxonomy Lineage
Capnocytophaga sp. oral taxon 326 str. F0382,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_u_s,Capnocytophaga sp. oral taxon 326 str. F0382,0,0,0,0,0,0,0,0,0,0,0,162.69,1035193,k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Capnocytophaga(1016);s__Capnocytophaga_u_s(1016);t__Capnocytophaga sp. oral taxon 326 str. F0382(1035193);
Capnocytophaga sp. oral taxon 332 str. F0381,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_u_s,Capnocytophaga sp. oral taxon 332 str. F0381,111.1,0,0,0,0,0,0,0,0,0,0,0,1127692,k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Capnocytophaga(1016);s__Capnocytophaga_u_s(1016);t__Capnocytophaga sp. oral taxon 332 str. F0381(1127692);
Capnocytophaga sputigena ATCC 33612,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sputigena,Capnocytophaga sputigena ATCC 33612,0,0,0,0,0,0,0,0,0,0,770.21,278.01,553177,k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Capnocytophaga(1016);s__Capnocytophaga sputigena(1019);t__Capnocytophaga sputigena ATCC 33612(553177);
Cardiobacterium hominis ATCC 15826,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis,Cardiobacterium hominis ATCC 15826,0,0,0,0,0,0,0,0,0,0,237.7,137.85,638300,k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Cardiobacteriales(135615);f__Cardiobacteriaceae(868);g__Cardiobacterium(2717);s__Cardiobacterium hominis(2718);t__Cardiobacterium hominis ATCC 15826(638300);
Clostridia bacterium UC5.1-1D1,Bacteria,Firmicutes,Clostridia,Clostridia_u_o,Clostridia_u_f,Clostridia_u_g,Clostridia_u_s,Clostridia bacterium UC5.1-1D1,0,0,0,0,0,0,202.16,0,0,0,0,0,1697794,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridia_u_o(186801);f__Clostridia_u_f(186801);g__Clostridia_u_g(186801);s__Clostridia_u_s(186801);t__Clostridia bacterium UC5.1-1D1(1697794);
Clostridia bacterium UC5.1-1D10,Bacteria,Firmicutes,Clostridia,Clostridia_u_o,Clostridia_u_f,Clostridia_u_g,Clostridia_u_s,Clostridia bacterium UC5.1-1D10,0,0,0,0,0,96.48,533.85,0,0,0,0,0,1697787,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridia_u_o(186801);f__Clostridia_u_f(186801);g__Clostridia_u_g(186801);s__Clostridia_u_s(186801);t__Clostridia bacterium UC5.1-1D10(1697787);
Clostridia bacterium UC5.1-2G4,Bacteria,Firmicutes,Clostridia,Clostridia_u_o,Clostridia_u_f,Clostridia_u_g,Clostridia_u_s,Clostridia bacterium UC5.1-2G4,0,0,0,0,0,0,0,0,0,208.5,0,0,1697791,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridia_u_o(186801);f__Clostridia_u_f(186801);g__Clostridia_u_g(186801);s__Clostridia_u_s(186801);t__Clostridia bacterium UC5.1-2G4(1697791);
Clostridiaceae bacterium AF42-6,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae_u_g,Clostridiaceae_u_s,Clostridiaceae bacterium AF42-6,0,0,0,0,0,320.37,906.97,0,0,0,0,0,2291990,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridiaceae_u_g(31979);s__Clostridiaceae_u_s(31979);t__Clostridiaceae bacterium AF42-6(2291990);
Clostridiaceae bacterium OF09-1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae_u_g,Clostridiaceae_u_s,Clostridiaceae bacterium OF09-1,0,0,0,0,0,0,554.53,0,0,0,0,0,2292276,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridiaceae_u_g(31979);s__Clostridiaceae_u_s(31979);t__Clostridiaceae bacterium OF09-1(2292276);
Clostridiales_u_t,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Clostridiales_u_g,Clostridiales_u_s,Clostridiales_u_t,0,0,0,0,0,0,0,0,132.95,114.79,0,0,186802,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Clostridiales_u_g(186802);s__Clostridiales_u_s(186802);t__Clostridiales_u_t(186802);
Clostridiales bacterium CCNA10,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Clostridiales_u_g,Clostridiales_u_s,Clostridiales bacterium CCNA10,0,0,0,247.62,0,0,0,0,0,0,0,0,2109688,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Clostridiales_u_g(186802);s__Clostridiales_u_s(186802);t__Clostridiales bacterium CCNA10(2109688);
Clostridiales bacterium KLE1615,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Clostridiales_u_g,Clostridiales_u_s,Clostridiales bacterium KLE1615,0,0,0,1200.31,0,0,0,0,0,226.34,0,0,1715004,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Clostridiales_u_g(186802);s__Clostridiales_u_s(186802);t__Clostridiales bacterium KLE1615(1715004);
Clostridiales bacterium VE202-01,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Clostridiales_u_g,Clostridiales_u_s,Clostridiales bacterium VE202-01,0,0,0,0,0,368.76,1622.08,0,0,0,0,0,1232438,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Clostridiales_u_g(186802);s__Clostridiales_u_s(186802);t__Clostridiales bacterium VE202-01(1232438);
Clostridiales bacterium VE202-03,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Clostridiales_u_g,Clostridiales_u_s,Clostridiales bacterium VE202-03,0,0,0,0,0,0,1439.79,0,0,0,0,0,1232439,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Clostridiales_u_g(186802);s__Clostridiales_u_s(186802);t__Clostridiales bacterium VE202-03(1232439);
Enterocloster aldensis,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster aldensis,Enterocloster aldensis,0,0,0,0,0,0,121.78,0,0,0,0,0,358742,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Enterocloster(2719313);s__Enterocloster aldensis(358742);t__Enterocloster aldensis(358742);
Enterocloster bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster bolteae,0,120.14,218.2,0,0,0,0,0,0,0,0,0,208479,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Enterocloster(2719313);s__Enterocloster bolteae(208479);t__Enterocloster bolteae(208479);
[Clostridium] clostridioforme 90A7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,[Clostridium] clostridioforme 90A7,0,538.36,544.36,0,0,0,0,0,0,0,0,0,999407,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Enterocloster(2719313);s__Enterocloster clostridioformis(1531);t__[Clostridium] clostridioforme 90A7(999407);
[Clostridium] leptum DSM 753,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_u_g,Ruminococcaceae_u_s,[Clostridium] leptum DSM 753,0,0,0,104.01,0,0,0,0,0,0,0,0,428125,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcaceae_u_g(541000);s__Ruminococcaceae_u_s(541000);t__[Clostridium] leptum DSM 753(428125);
Flavonifractor plautii 1_3_50AFAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor plautii,Flavonifractor plautii 1_3_50AFAA,0,0,0,0,0,467.28,1399.1,0,0,0,0,0,742738,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Flavonifractor(946234);s__Flavonifractor plautii(292800);t__Flavonifractor plautii 1_3_50AFAA(742738);
Clostridium phoceensis,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium phoceensis,Clostridium phoceensis,0,0,0,337.84,0,0,275.14,0,0,0,0,0,1650661,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium phoceensis(1650661);t__Clostridium phoceensis(1650661);
Clostridium sp. AF36-4,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. AF36-4,0,0,0,0,0,0,0,218.32,0,0,0,0,2293015,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. AF36-4(2293015);
Clostridium sp. AM22-11AC,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. AM22-11AC,0,11281.09,0,0,0,0,0,0,0,0,0,0,2293024,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. AM22-11AC(2293024);
Clostridium sp. AM51-4,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. AM51-4,0,0,11427.16,0,0,0,3534.53,0,0,0,0,0,2293036,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. AM51-4(2293036);
Clostridium sp. SS2/1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. SS2/1,0,0,0,3063.01,0,0,0,0,2676.1,7366.32,0,0,411484,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. SS2/1(411484);
Clostridium sp. TM06-18,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. TM06-18,0,0,0,0,0,2072.87,0,0,0,0,0,0,2293054,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. TM06-18(2293054);
[Clostridium] spiroforme DSM 1552,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] spiroforme,[Clostridium] spiroforme DSM 1552,0,0,0,0,0,0,0,0,145.44,862.55,0,0,428126,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Erysipelotrichaceae(128827);g__Erysipelatoclostridium(1505663);s__[Clostridium] spiroforme(29348);t__[Clostridium] spiroforme DSM 1552(428126);
Collinsella aerofaciens ATCC 25986,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella aerofaciens ATCC 25986,0,0,0,0,0,131.16,252.02,0,182.58,308.04,0,0,411903,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella aerofaciens(74426);t__Collinsella aerofaciens ATCC 25986(411903);
Collinsella sp. AM41-2BH,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_u_s,Collinsella sp. AM41-2BH,0,0,0,0,0,270.85,486.47,0,528.59,829.19,0,0,2292320,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella_u_s(102106);t__Collinsella sp. AM41-2BH(2292320);
Collinsella sp. TF05-9AC,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_u_s,Collinsella sp. TF05-9AC,0,0,0,127.96,0,0,0,0,0,0,0,0,2292330,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella_u_s(102106);t__Collinsella sp. TF05-9AC(2292330);
Coprobacillus sp. 3_3_56FAA,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus_u_s,Coprobacillus sp. 3_3_56FAA,0,0,0,0,0,0,1643.8,0,0,0,0,0,665941,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Coprobacillaceae(2810280);g__Coprobacillus(100883);s__Coprobacillus_u_s(100883);t__Coprobacillus sp. 3_3_56FAA(665941);
Coprobacillus sp. AF35-8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus_u_s,Coprobacillus sp. AF35-8,0,0,0,0,0,0,0,0,0,6065.81,0,0,2293070,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Coprobacillaceae(2810280);g__Coprobacillus(100883);s__Coprobacillus_u_s(100883);t__Coprobacillus sp. AF35-8(2293070);
Coprobacillus sp. AM23-2,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus_u_s,Coprobacillus sp. AM23-2,0,0,0,0,0,0,0,0,2582.01,0,0,0,2293075,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Coprobacillaceae(2810280);g__Coprobacillus(100883);s__Coprobacillus_u_s(100883);t__Coprobacillus sp. AM23-2(2293075);
Coprobacillus sp. AM28-15LB,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus_u_s,Coprobacillus sp. AM28-15LB,0,0,99.52,681.35,0,0,0,0,0,0,0,0,2293078,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Coprobacillaceae(2810280);g__Coprobacillus(100883);s__Coprobacillus_u_s(100883);t__Coprobacillus sp. AM28-15LB(2293078);
Coprococcus comes ATCC 27758,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes,Coprococcus comes ATCC 27758,0,0,0,76.82,0,0,0,0,0,0,0,0,470146,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Coprococcus(33042);s__Coprococcus comes(410072);t__Coprococcus comes ATCC 27758(470146);
Coprococcus eutactus ATCC 27759,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,Coprococcus eutactus ATCC 27759,0,249.04,243.93,9614,0,0,0,0,0,0,0,0,411474,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Coprococcus(33042);s__Coprococcus eutactus(33043);t__Coprococcus eutactus ATCC 27759(411474);
Coprococcus sp. AF16-22,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus_u_s,Coprococcus sp. AF16-22,0,0,0,994.72,0,0,0,0,0,0,0,0,2293087,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Coprococcus(33042);s__Coprococcus_u_s(33042);t__Coprococcus sp. AF16-22(2293087);
Corynebacterium accolens,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium accolens,Corynebacterium accolens,0,0,0,0,0,0,0,0,94.39,0,0,0,38284,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Corynebacteriales(85007);f__Corynebacteriaceae(1653);g__Corynebacterium(1716);s__Corynebacterium accolens(38284);t__Corynebacterium accolens(38284);
Corynebacterium accolens ATCC 49725,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium accolens,Corynebacterium accolens ATCC 49725,0,0,0,0,0,0,0,287.65,0,0,0,0,525260,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Corynebacteriales(85007);f__Corynebacteriaceae(1653);g__Corynebacterium(1716);s__Corynebacterium accolens(38284);t__Corynebacterium accolens ATCC 49725(525260);
Corynebacterium argentoratense DSM 44202,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium argentoratense,Corynebacterium argentoratense DSM 44202,0,0,0,0,0,0,0,9322.18,9071.21,227.82,1498.82,0,1348662,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Corynebacteriales(85007);f__Corynebacteriaceae(1653);g__Corynebacterium(1716);s__Corynebacterium argentoratense(42817);t__Corynebacterium argentoratense DSM 44202(1348662);
Corynebacterium durum F0235,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium durum,Corynebacterium durum F0235,0,0,0,0,866.99,346.14,159.17,10966.26,9622.65,257.76,2482.45,619.56,1035195,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Corynebacteriales(85007);f__Corynebacteriaceae(1653);g__Corynebacterium(1716);s__Corynebacterium durum(61592);t__Corynebacterium durum F0235(1035195);
Corynebacterium matruchotii ATCC 14266,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium matruchotii,Corynebacterium matruchotii ATCC 14266,0,0,0,0,0,0,0,0,0,0,0,151.94,553207,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Corynebacteriales(85007);f__Corynebacteriaceae(1653);g__Corynebacterium(1716);s__Corynebacterium matruchotii(43768);t__Corynebacterium matruchotii ATCC 14266(553207);
Corynebacterium matruchotii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium matruchotii,Corynebacterium matruchotii,169.57,0,0,0,0,0,0,87.77,0,0,0,0,43768,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Corynebacteriales(85007);f__Corynebacteriaceae(1653);g__Corynebacterium(1716);s__Corynebacterium matruchotii(43768);t__Corynebacterium matruchotii(43768);
Corynebacterium matruchotii ATCC 33806,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium matruchotii,Corynebacterium matruchotii ATCC 33806,0,0,0,0,0,0,0,0,0,0,475.56,0,566549,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Corynebacteriales(85007);f__Corynebacteriaceae(1653);g__Corynebacterium(1716);s__Corynebacterium matruchotii(43768);t__Corynebacterium matruchotii ATCC 33806(566549);
Corynebacterium pseudodiphtheriticum DSM 44287,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudodiphtheriticum,Corynebacterium pseudodiphtheriticum DSM 44287,0,0,0,0,0,0,0,273.22,163.06,0,0,0,1121368,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Corynebacteriales(85007);f__Corynebacteriaceae(1653);g__Corynebacterium(1716);s__Corynebacterium pseudodiphtheriticum(37637);t__Corynebacterium pseudodiphtheriticum DSM 44287(1121368);
Dialister invisus DSM 15470,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus,Dialister invisus DSM 15470,0,0,0,0,0,0,0,0,0,0,0,196.58,592028,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Veillonellales(1843489);f__Veillonellaceae(31977);g__Dialister(39948);s__Dialister invisus(218538);t__Dialister invisus DSM 15470(592028);
Dielma fastidiosa,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma fastidiosa,Dielma fastidiosa,0,0,0,0,0,0,78.01,0,0,0,0,0,1034346,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Erysipelotrichaceae(128827);g__Dielma(1472649);s__Dielma fastidiosa(1034346);t__Dielma fastidiosa(1034346);
Dolosigranulum pigrum ATCC 51524,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum pigrum,Dolosigranulum pigrum ATCC 51524,0,0,0,0,0,0,0,273.43,110.59,0,0,0,883103,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Carnobacteriaceae(186828);g__Dolosigranulum(29393);s__Dolosigranulum pigrum(29394);t__Dolosigranulum pigrum ATCC 51524(883103);
Dorea formicigenerans 4_6_53AFAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea formicigenerans 4_6_53AFAA,0,0,0,0,0,1448.52,5159.66,0,0,0,0,0,742765,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Dorea(189330);s__Dorea formicigenerans(39486);t__Dorea formicigenerans 4_6_53AFAA(742765);
Dorea formicigenerans ATCC 27755,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea formicigenerans ATCC 27755,0,301.81,323.68,1679.03,0,0,0,0,3500.09,8821.56,0,0,411461,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Dorea(189330);s__Dorea formicigenerans(39486);t__Dorea formicigenerans ATCC 27755(411461);
Dorea longicatena AGR2136,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea longicatena AGR2136,0,0,0,0,0,3683.8,10354.41,98.04,5302.35,5215.66,0,0,1280698,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Dorea(189330);s__Dorea longicatena(88431);t__Dorea longicatena AGR2136(1280698);
Dorea longicatena DSM 13814,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea longicatena DSM 13814,0,266.4,415.16,1469.98,0,0,0,0,0,0,0,0,411462,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Dorea(189330);s__Dorea longicatena(88431);t__Dorea longicatena DSM 13814(411462);
Dorea sp. AGR2135,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_u_s,Dorea sp. AGR2135,0,0,0,1419.03,0,0,3988.3,0,2563.23,0,0,0,1280669,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Dorea(189330);s__Dorea_u_s(189330);t__Dorea sp. AGR2135(1280669);
Dorea sp. Marseille-P4042,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_u_s,Dorea sp. Marseille-P4042,0,0,0,0,0,0,0,0,0,6369.08,0,0,2080749,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Dorea(189330);s__Dorea_u_s(189330);t__Dorea sp. Marseille-P4042(2080749);
Drancourtella massiliensis,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Drancourtella,Drancourtella massiliensis,Drancourtella massiliensis,0,0,0,0,0,0,0,0,0,219,0,0,1632013,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Drancourtella(1903506);s__Drancourtella massiliensis(1632013);t__Drancourtella massiliensis(1632013);
Dysosmobacter welbionis,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Dysosmobacter,Dysosmobacter welbionis,Dysosmobacter welbionis,0,0,0,748.21,0,0,0,0,0,0,0,0,2093857,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Oscillospiraceae(216572);g__Dysosmobacter(2591381);s__Dysosmobacter welbionis(2093857);t__Dysosmobacter welbionis(2093857);
Eggerthella lenta 1_1_60AFAA,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta 1_1_60AFAA,0,0,0,0,0,0,0,0,0,5868.08,0,0,742768,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Eggerthellales(1643822);f__Eggerthellaceae(1643826);g__Eggerthella(84111);s__Eggerthella lenta(84112);t__Eggerthella lenta 1_1_60AFAA(742768);
Eggerthella lenta DSM 2243,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta DSM 2243,0,0,0,0,0,3686.94,7785.78,0,3337.51,0,0,0,479437,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Eggerthellales(1643822);f__Eggerthellaceae(1643826);g__Eggerthella(84111);s__Eggerthella lenta(84112);t__Eggerthella lenta DSM 2243(479437);
